Label,Num Words in Subject,Num Words in Body,Avg Word Length in Body,free,now,click,here,buy,time,offer,the,to,ect,and,of,a,for,you,in,hou,on,this,is,i,enron,be,that,we,from,will,have,with,your,2000,com,at,are,s,it,please
0,4,784,3.711734693877551,0,0,0,0,0,1,1,14,9,0,22,6,3,16,50,7,0,5,1,5,41,0,3,5,0,4,7,5,6,20,0,1,0,8,3,2,0
0,4,148,3.7837837837837838,0,0,0,0,0,0,0,6,5,3,1,1,2,2,4,2,2,3,1,2,4,0,1,2,0,0,1,0,0,1,2,0,0,1,0,1,0
0,6,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,63,3.9682539682539684,0,0,0,0,0,0,0,1,2,0,0,0,2,1,4,1,0,0,0,1,1,0,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0
0,6,35,4.514285714285714,0,0,0,0,0,0,0,3,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,7,43,3.883720930232558,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,5,477,3.849056603773585,0,2,0,1,0,0,0,27,17,8,4,7,7,8,3,6,4,5,8,13,9,8,4,1,9,5,2,4,6,0,5,0,0,0,1,4,3
0,8,61,3.918032786885246,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
0,1,18,5.611111111111111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,173,4.6531791907514455,0,0,0,0,0,0,0,8,2,0,5,2,0,4,1,0,0,1,3,3,2,1,6,2,0,0,8,2,5,2,0,0,3,1,4,0,2
1,1,347,5.106628242074928,0,0,0,0,0,0,0,14,8,0,7,11,5,2,6,4,0,0,4,1,0,0,4,0,1,5,2,0,3,6,0,0,0,5,1,0,0
0,3,137,4.233576642335766,0,0,0,0,0,0,0,2,8,10,2,1,3,1,2,2,5,1,0,1,0,2,1,1,0,0,1,0,2,0,0,0,2,1,0,0,1
0,7,20,3.95,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,49,4.142857142857143,0,0,0,0,0,0,0,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,31,3.967741935483871,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,6,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,131,4.114503816793893,0,0,0,0,0,0,0,3,2,1,0,2,0,3,1,1,1,2,1,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1,2,106,4.60377358490566,0,0,0,1,0,2,1,5,4,0,1,2,3,2,1,2,0,1,2,2,1,0,1,1,0,0,0,1,2,1,0,0,0,0,2,2,1
0,7,263,3.946768060836502,0,0,0,0,0,0,0,14,6,5,1,0,4,5,2,3,2,1,2,5,6,3,1,1,2,0,1,1,0,1,5,0,0,1,2,1,1
0,7,7,2.7142857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,30,3.4,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,59,4.338983050847458,0,0,0,0,0,0,0,4,4,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0
0,4,142,4.71830985915493,0,1,0,0,0,0,0,19,1,0,1,1,0,1,0,0,0,9,0,2,0,0,2,0,0,0,6,0,0,0,0,0,0,0,4,0,1
0,7,14,3.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,188,4.340425531914893,0,1,0,0,0,0,0,7,7,5,0,0,1,0,0,4,3,2,0,3,2,2,3,3,3,3,1,1,2,0,3,0,1,0,2,0,0
0,4,203,4.354679802955665,0,0,0,0,0,0,0,5,2,14,4,1,1,1,0,2,7,2,2,0,0,0,4,0,0,1,2,1,0,0,1,0,0,1,0,0,0
1,7,171,5.245614035087719,0,0,0,0,0,1,1,2,5,0,2,3,1,1,10,2,0,0,1,0,1,0,1,2,3,2,0,2,0,0,0,0,0,2,1,0,1
0,5,244,3.6721311475409837,0,0,0,0,0,0,0,5,6,8,2,2,5,2,2,1,5,4,6,2,3,4,2,1,2,1,0,3,0,0,4,0,1,1,0,2,3
0,5,73,3.684931506849315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0
0,6,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,20,4.8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6,775,4.091612903225807,1,1,0,0,0,0,0,18,14,48,10,0,6,13,10,1,25,4,7,9,6,2,5,4,0,1,8,5,2,1,8,0,7,2,0,1,10
0,4,26,4.538461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,103,4.990291262135922,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,6,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,59,3.694915254237288,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
0,1,278,4.284172661870503,0,3,0,1,1,0,0,10,10,0,2,4,7,0,2,2,0,5,0,5,1,3,1,1,6,2,0,1,3,1,0,1,2,1,0,5,0
0,2,369,4.062330623306233,0,0,0,1,0,0,0,14,16,0,8,4,4,5,2,6,0,4,0,1,2,0,2,4,4,2,0,2,1,0,1,0,4,2,4,3,2
0,8,182,3.978021978021978,0,0,0,0,0,0,0,3,4,20,0,2,1,3,1,0,12,2,0,0,0,1,1,0,0,2,0,0,0,0,4,0,0,1,1,0,2
0,5,215,4.1069767441860465,0,0,0,0,0,0,0,5,7,10,4,1,1,4,0,0,5,3,3,4,1,9,2,0,3,1,3,0,0,0,4,0,1,2,1,0,1
0,6,112,4.75,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,2,2,1,0,0,0,1,1,0,0,1,0,0,0,1,4,0,0,1,0,0,1
0,2,22,3.590909090909091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,2,79,4.3924050632911396,0,0,0,0,0,0,0,6,2,0,2,2,2,1,1,1,0,0,1,1,2,0,1,1,1,0,0,1,2,0,0,0,0,2,0,1,0
0,3,326,3.5,0,0,0,0,0,0,0,5,6,16,1,1,7,1,4,2,9,10,4,3,2,1,0,2,6,2,0,2,1,0,0,0,1,1,0,2,2
0,6,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,86,4.069767441860465,0,0,0,0,0,0,0,6,3,0,2,2,2,0,1,0,0,0,3,3,0,1,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1
0,4,241,4.659751037344399,0,3,1,0,0,0,1,21,8,0,3,7,5,0,2,2,0,7,0,0,0,0,4,3,1,0,6,4,2,0,0,0,4,1,3,1,1
0,2,117,4.3076923076923075,0,0,0,0,0,0,0,1,4,3,1,1,0,3,3,0,2,1,3,1,1,2,2,0,0,0,1,1,1,1,4,0,1,0,0,1,1
0,11,635,4.15748031496063,0,0,0,1,0,0,0,21,15,5,6,5,6,20,2,4,2,7,2,3,2,11,7,0,2,4,3,2,0,0,4,6,5,0,3,0,4
1,10,224,4.34375,0,1,0,0,1,0,0,3,5,0,1,1,0,3,6,0,0,0,1,1,1,0,2,0,0,2,2,2,1,4,0,0,0,0,0,0,0
0,7,577,3.65684575389948,0,0,0,1,0,0,0,27,18,17,6,2,5,13,1,9,10,12,3,11,2,5,9,2,1,5,1,0,0,0,8,0,1,1,1,4,1
0,11,558,4.514336917562724,2,2,5,3,0,0,0,13,12,1,17,4,6,5,16,2,0,4,3,2,0,1,2,2,6,5,2,4,2,12,0,7,11,0,2,1,1
1,3,98,3.9081632653061225,1,0,1,0,0,0,0,1,2,0,0,0,2,2,3,1,0,0,1,0,0,0,2,0,2,0,0,1,0,1,0,3,0,1,0,0,1
1,5,45,7.044444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,40,4.475,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,0,1
1,7,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,5,49,3.163265306122449,0,0,0,0,0,0,0,3,3,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,95,4.8,0,0,0,0,0,0,0,4,1,0,2,2,2,1,0,0,0,1,0,2,1,0,3,1,0,1,2,0,2,0,0,0,1,0,0,1,1
1,2,34,4.617647058823529,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,5,62,4.274193548387097,0,0,0,0,0,0,0,2,1,1,2,4,0,1,0,0,0,0,2,1,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0
0,3,260,3.973076923076923,0,0,0,0,0,0,0,3,12,10,5,1,0,5,0,0,7,2,3,7,5,4,3,2,1,1,0,2,3,0,2,0,1,1,2,1,1
0,10,97,4.556701030927835,0,0,0,0,0,0,0,5,1,9,0,0,1,0,1,2,4,0,0,3,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0
0,6,188,4.074468085106383,0,0,0,0,0,0,0,3,2,17,1,0,0,2,1,1,9,1,0,1,0,0,0,1,0,0,0,0,1,0,5,0,0,1,4,0,0
1,7,400,3.9175,0,0,0,0,1,0,0,10,7,0,10,3,4,4,5,5,0,2,0,9,1,0,2,3,5,4,1,2,0,4,0,0,1,2,0,2,0
0,3,370,4.181081081081081,0,0,0,1,0,4,0,14,12,0,7,13,12,4,9,12,0,2,2,6,0,0,5,6,2,0,1,13,3,4,0,0,4,1,1,6,0
0,5,76,4.315789473684211,0,0,0,1,0,0,0,2,0,0,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,3,456,5.285087719298246,0,0,0,0,0,0,0,27,20,0,27,13,2,5,0,8,0,4,1,0,0,3,5,0,4,2,18,5,1,0,0,0,0,3,6,0,1
0,12,636,3.7845911949685536,1,0,0,0,0,0,0,12,13,44,14,5,1,5,2,3,23,7,13,2,6,11,2,2,9,3,1,1,3,2,10,0,4,1,2,2,3
0,7,26,3.6153846153846154,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,4,64,4.640625,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,1,1,1,2,0,0,2,0,0,0,0,0,1,2,0,0,3
0,2,122,3.8360655737704916,0,0,0,1,0,0,0,6,3,1,2,0,1,1,1,3,0,1,0,2,1,3,3,3,0,0,3,0,0,0,2,0,0,0,1,0,1
0,4,237,4.4978902953586495,1,3,0,0,1,2,1,4,7,0,2,3,1,6,2,2,0,0,0,0,0,0,0,0,1,0,1,0,3,6,2,0,0,1,0,1,1
1,6,61,4.114754098360656,0,0,0,1,0,1,0,1,1,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0
1,5,34,3.7058823529411766,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1,12,77,4.8441558441558445,0,0,0,0,0,0,0,1,1,0,1,0,3,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,3,0,0
0,3,335,4.591044776119403,0,0,0,0,0,3,0,22,13,0,4,4,3,9,5,6,0,2,5,3,1,0,2,5,2,3,5,1,1,9,0,0,0,3,0,1,10
0,2,156,4.2243589743589745,0,0,0,0,0,0,0,9,3,0,1,8,3,5,6,2,0,1,0,3,4,0,3,0,1,1,6,0,1,7,1,0,2,0,1,1,1
0,8,91,4.274725274725275,0,0,0,0,0,0,0,2,5,3,2,3,0,2,3,0,2,2,5,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
0,4,62,3.838709677419355,0,0,0,0,0,0,0,3,1,0,0,0,1,1,2,1,0,0,1,0,2,0,1,1,2,2,0,2,0,1,0,0,0,0,0,2,1
1,5,69,6.855072463768116,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,13,288,3.4409722222222223,0,0,0,0,0,0,0,2,11,0,6,1,4,9,3,3,0,3,2,2,3,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
0,2,65,4.015384615384615,0,0,0,0,0,0,0,1,3,0,4,0,0,0,1,3,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1
0,6,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,41,3.7560975609756095,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
1,0,110,3.6363636363636362,0,1,0,0,0,0,0,4,1,0,1,0,1,1,2,1,0,1,0,3,1,0,0,1,2,0,0,1,1,0,0,0,1,1,2,0,0
1,7,178,4.764044943820225,0,1,0,1,0,0,0,5,3,0,6,4,2,2,2,4,0,1,2,1,0,0,0,0,2,2,0,2,3,4,0,0,2,1,0,3,0
0,6,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,32,4.09375,0,0,0,0,0,0,0,2,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,5,244,4.274590163934426,0,0,0,0,0,1,0,7,4,12,3,4,1,4,2,2,6,4,9,5,4,7,3,1,1,2,0,3,1,1,2,0,1,0,0,2,0
1,3,17,4.176470588235294,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4,80,4.2625,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,9,213,4.727699530516432,0,0,0,0,0,0,0,1,1,0,1,0,4,1,0,2,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,1,0,0
0,6,164,4.115853658536586,0,0,0,0,0,0,0,0,2,7,2,0,1,0,1,0,3,3,0,0,0,6,0,1,0,0,0,0,0,0,8,12,0,0,2,1,1
0,3,106,4.10377358490566,0,0,0,0,0,0,0,1,1,9,1,0,2,0,2,0,5,1,1,0,2,0,0,0,0,2,1,0,1,1,2,0,1,0,0,1,1
0,8,331,4.338368580060423,10,3,1,0,0,0,1,17,11,0,3,5,4,5,14,1,0,3,3,1,0,0,1,2,2,2,0,7,5,5,0,3,2,1,4,3,1
0,4,152,4.059210526315789,0,0,0,0,0,0,0,12,7,0,1,0,0,6,3,0,0,2,0,0,5,0,0,1,3,3,2,2,1,1,0,0,0,0,0,2,0
0,7,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,36,3.5277777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,3,138,3.8260869565217392,0,0,0,0,0,0,0,4,4,10,2,0,2,2,2,0,6,2,3,1,0,0,2,0,0,1,1,1,0,0,2,0,2,0,0,0,1
1,6,158,4.962025316455696,1,0,0,0,0,0,0,2,4,0,1,1,1,2,2,3,0,1,3,4,0,0,0,0,1,1,0,2,0,0,0,1,0,1,3,3,1
0,11,171,3.9473684210526314,0,0,0,0,0,1,0,4,4,0,1,0,1,3,0,0,0,2,1,1,0,1,3,0,0,0,2,1,0,0,2,0,0,2,0,0,0
0,8,127,3.645669291338583,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,0,0,2,0,0,1,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1
0,3,563,4.477797513321492,0,0,0,0,0,0,0,13,23,0,7,4,5,2,4,9,0,3,12,12,7,2,4,13,6,9,4,2,3,2,0,1,1,3,0,6,1
0,7,345,4.866666666666666,0,0,0,0,3,2,5,24,16,0,8,18,7,1,3,7,0,0,3,0,0,3,8,1,0,0,2,1,3,1,1,0,1,2,3,0,2
0,9,102,4.784313725490196,0,0,0,0,0,0,0,3,7,0,2,0,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2
0,7,7,3.2857142857142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,126,4.412698412698413,0,0,0,0,0,0,0,6,6,0,3,3,0,3,2,1,0,1,5,1,3,0,1,0,1,1,0,3,1,0,0,0,0,2,0,0,2
0,2,59,4.52542372881356,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,2,11,5.909090909090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,6,130,4.269230769230769,0,0,0,0,0,0,0,9,3,0,3,3,4,0,0,0,0,4,2,4,4,0,1,1,2,1,1,1,0,0,0,0,1,1,0,1,1
0,2,75,3.933333333333333,0,0,0,0,0,0,0,1,3,0,0,1,1,0,2,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,2
1,6,61,4.754098360655738,0,0,1,1,0,0,0,0,3,0,1,1,1,0,2,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
0,8,95,4.5473684210526315,0,0,0,0,0,0,0,8,1,0,2,1,1,1,0,2,0,4,1,1,0,0,3,0,1,0,3,0,1,0,0,0,0,0,0,0,1
1,0,136,3.3823529411764706,0,0,1,0,0,0,0,4,1,0,0,1,2,1,1,1,0,1,0,3,1,0,0,1,2,0,0,0,1,0,0,0,1,1,2,1,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,357,3.988795518207283,0,1,0,0,0,0,0,26,14,8,1,3,2,8,4,0,4,10,1,1,8,2,3,5,4,2,4,1,3,0,4,0,1,1,0,2,0
0,9,171,3.7251461988304095,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0
1,4,73,6.767123287671233,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,41,4.097560975609756,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,6,154,3.7012987012987013,0,0,0,0,0,1,0,0,2,0,1,2,6,2,10,1,0,0,3,0,3,0,1,0,1,0,0,1,2,0,0,2,0,2,2,2,0
0,9,60,3.95,0,0,0,0,0,0,0,2,0,0,2,1,3,1,1,0,0,0,0,2,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1
0,12,74,3.472972972972973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,94,4.170212765957447,0,0,1,0,0,0,0,2,7,0,1,0,3,0,3,0,0,0,0,0,3,0,1,1,0,1,1,0,1,4,0,1,1,0,0,0,1
1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,232,4.116379310344827,0,0,0,0,0,0,0,4,5,3,0,3,0,2,1,0,2,5,1,2,0,4,1,0,1,0,1,1,1,0,1,3,3,2,2,0,1
0,8,62,3.725806451612903,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
1,12,75,4.64,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0
0,7,78,4.884615384615385,0,0,0,0,0,0,0,4,0,0,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
1,3,148,4.655405405405405,0,0,0,0,0,0,0,2,3,0,3,1,2,1,1,0,0,0,1,0,8,0,1,1,0,0,0,1,3,0,0,0,0,0,3,3,0
0,6,36,3.861111111111111,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,6,12,4.333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,268,4.014925373134329,0,0,0,0,0,0,0,17,14,1,1,0,0,4,1,0,1,4,1,2,8,4,1,2,8,11,4,4,1,0,0,0,1,0,0,1,1
0,2,53,3.943396226415094,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2
0,6,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,42,4.0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,488,4.329918032786885,0,0,0,0,0,0,0,13,21,30,16,10,3,5,0,3,15,8,6,10,0,6,6,5,0,1,1,1,6,0,4,0,4,5,3,0,1
0,3,116,3.7413793103448274,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,1,6,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
0,2,208,4.134615384615385,0,0,0,0,0,0,0,16,7,8,0,2,2,2,4,1,4,1,2,0,0,3,3,1,1,0,0,1,0,0,3,0,0,1,0,1,2
0,2,239,4.108786610878661,0,0,0,0,0,0,0,7,8,0,10,4,7,5,13,1,0,1,1,1,4,0,2,7,5,0,2,1,4,7,0,0,0,5,1,2,0
0,3,253,3.8537549407114624,1,0,0,0,0,4,0,13,9,0,3,4,4,6,6,0,0,3,1,5,11,0,8,3,0,0,1,2,1,2,0,0,0,1,0,1,0
0,6,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,6,4.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,157,7.191082802547771,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,590,3.5542372881355933,0,2,0,1,0,3,0,25,18,0,14,6,18,5,12,6,0,3,4,6,45,0,3,3,5,0,6,5,3,4,1,0,4,2,2,6,1
0,7,5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,8,3.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,8,62,3.725806451612903,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
1,14,82,3.8780487804878048,0,0,0,0,0,0,0,1,4,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0
1,4,91,4.395604395604396,0,0,0,0,0,0,0,2,2,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4,27,3.6296296296296298,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
0,8,92,4.456521739130435,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,10,42,4.0476190476190474,2,1,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
0,9,106,3.830188679245283,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
1,5,60,4.116666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0
